1 0.0588
2 0.0631
3 0.1468
4 0.1302
5 0.1437
6 0.2331
7 0.2671
8 0.2473
9 0.3191
10 0.3424
11 0.3723
12 0.3782
13 0.4263
14 0.4760
15 0.5209
16 0.5510
17 0.5325
18 0.5723
19 0.6075
20 0.6522
21 0.6410
22 0.6276
23 0.5794
24 0.6856
25 0.7021
26 0.5749
27 0.6374
28 0.6648
29 0.7554
30 0.7745
31 0.7633
32 0.7766
33 0.7335
34 0.7438
35 0.7913
36 0.7886
37 0.7950
38 0.7719
39 0.7832
40 0.7917
41 0.8306
42 0.6992
43 0.8192
44 0.8509
45 0.8574
46 0.7586
47 0.7898
48 0.8481
49 0.8638
50 0.8443
51 0.8440
52 0.8692
53 0.8392
54 0.8579
55 0.8790
56 0.8773
57 0.8720
58 0.8705
59 0.8545
60 0.8688
61 0.8807
62 0.8837
63 0.8745
64 0.8962
65 0.8362
66 0.8646
67 0.8797
68 0.8724
69 0.9104
70 0.8984
71 0.9080
72 0.9010
73 0.7906
74 0.9175
75 0.9085
76 0.9018
77 0.9120
78 0.9053
79 0.9086
80 0.9149
81 0.9240
82 0.9209
83 0.8997
84 0.9181
85 0.9011
86 0.9266
87 0.8917
88 0.9117
89 0.8850
90 0.9100
91 0.9303
92 0.9246
93 0.9325
94 0.9266
95 0.9273
96 0.9330
97 0.9334
98 0.9366
99 0.8493
100 0.9299
