1 0.0575
2 0.0846
3 0.1172
4 0.1356
5 0.1648
6 0.2142
7 0.2661
8 0.2992
9 0.3374
10 0.3721
11 0.4008
12 0.4282
13 0.4617
14 0.4897
15 0.5197
16 0.5436
17 0.5707
18 0.5864
19 0.6048
20 0.6314
21 0.6434
22 0.6680
23 0.6794
24 0.6983
25 0.7128
26 0.7180
27 0.7343
28 0.7440
29 0.7496
30 0.7586
31 0.7677
32 0.7762
33 0.7809
34 0.7921
35 0.7968
36 0.8038
37 0.8118
38 0.8130
39 0.8196
40 0.8263
41 0.8321
42 0.8343
43 0.8387
44 0.8425
45 0.8468
46 0.8545
47 0.8592
48 0.8576
49 0.8615
50 0.8690
51 0.8726
52 0.8731
53 0.8780
54 0.8818
55 0.8818
56 0.8847
57 0.8884
58 0.8909
59 0.8941
60 0.8952
61 0.8975
62 0.8974
63 0.9016
64 0.9049
65 0.9041
66 0.9067
67 0.9086
68 0.9066
69 0.9116
70 0.9131
71 0.9120
72 0.9165
73 0.9171
74 0.9182
75 0.9205
76 0.9201
77 0.9202
78 0.9218
79 0.9225
80 0.9224
81 0.9250
82 0.9270
83 0.9252
84 0.9285
85 0.9277
86 0.9272
87 0.9301
88 0.9311
89 0.9295
90 0.9324
91 0.9328
92 0.9330
93 0.9329
94 0.9338
95 0.9325
96 0.9328
97 0.9359
98 0.9360
99 0.9363
100 0.9369
