1 0.0941
2 0.1356
3 0.1745
4 0.2137
5 0.2912
6 0.3055
7 0.3566
8 0.3615
9 0.4007
10 0.4434
11 0.5215
12 0.5489
13 0.5477
14 0.5913
15 0.6395
16 0.6129
17 0.6667
18 0.6797
19 0.7144
20 0.7338
21 0.7348
22 0.7465
23 0.7575
24 0.7758
25 0.7910
26 0.7607
27 0.8041
28 0.7872
29 0.8089
30 0.8162
31 0.8334
32 0.8256
33 0.8379
34 0.8478
35 0.8191
36 0.8546
37 0.8596
38 0.8594
39 0.8482
40 0.8447
41 0.8619
42 0.8654
43 0.8843
44 0.8763
45 0.8878
46 0.8845
47 0.8738
48 0.8939
49 0.8981
50 0.8969
51 0.8851
52 0.8949
53 0.9044
54 0.9005
55 0.9073
56 0.8978
57 0.9103
58 0.9084
59 0.9162
60 0.9031
61 0.9142
62 0.9107
63 0.9141
64 0.9170
65 0.9113
66 0.9069
67 0.9240
68 0.9218
69 0.9220
70 0.9162
71 0.9236
72 0.9174
73 0.9277
74 0.9142
75 0.9239
76 0.9239
77 0.9282
78 0.9233
79 0.9181
80 0.9288
81 0.9308
82 0.9353
83 0.9335
84 0.9253
85 0.9294
86 0.9346
87 0.9247
88 0.9376
89 0.9339
90 0.9385
91 0.9363
92 0.9389
93 0.9414
94 0.9406
95 0.9271
96 0.9200
97 0.9429
98 0.9218
99 0.9355
100 0.9412
