1 0.0601
2 0.0796
3 0.1672
4 0.1864
5 0.2305
6 0.2754
7 0.3071
8 0.3314
9 0.3914
10 0.4211
11 0.4673
12 0.5136
13 0.5624
14 0.5759
15 0.5983
16 0.6417
17 0.6500
18 0.6723
19 0.6899
20 0.7040
21 0.6640
22 0.7244
23 0.7412
24 0.6980
25 0.7302
26 0.7718
27 0.7894
28 0.7726
29 0.7994
30 0.8043
31 0.8100
32 0.7887
33 0.8028
34 0.8094
35 0.8396
36 0.8399
37 0.8314
38 0.8467
39 0.8356
40 0.8480
41 0.8200
42 0.8663
43 0.7898
44 0.8466
45 0.8699
46 0.8303
47 0.8722
48 0.8661
49 0.8688
50 0.8909
51 0.8702
52 0.8888
53 0.8551
54 0.8933
55 0.8991
56 0.9002
57 0.8583
58 0.8899
59 0.9033
60 0.8985
61 0.9052
62 0.8970
63 0.9058
64 0.8821
65 0.9150
66 0.9015
67 0.9055
68 0.9140
69 0.9085
70 0.9166
71 0.9238
72 0.9088
73 0.8828
74 0.9223
75 0.9056
76 0.9212
77 0.8604
78 0.9259
79 0.9258
80 0.9256
81 0.8762
82 0.9298
83 0.9273
84 0.9294
85 0.8985
86 0.9257
87 0.9208
88 0.9102
89 0.9325
90 0.9275
91 0.9349
92 0.9332
93 0.9209
94 0.9351
95 0.9001
96 0.9375
97 0.9199
98 0.9403
99 0.9342
100 0.8911
