1 0.0714
2 0.0856
3 0.1186
4 0.1706
5 0.2222
6 0.2768
7 0.3074
8 0.3417
9 0.3822
10 0.4252
11 0.4557
12 0.4952
13 0.5093
14 0.5365
15 0.6038
16 0.6015
17 0.5894
18 0.6094
19 0.6566
20 0.6698
21 0.7045
22 0.7155
23 0.7406
24 0.6570
25 0.7321
26 0.7678
27 0.7540
28 0.7512
29 0.7412
30 0.7689
31 0.8042
32 0.7677
33 0.8103
34 0.8202
35 0.8181
36 0.7837
37 0.8035
38 0.8417
39 0.8282
40 0.8277
41 0.8304
42 0.8390
43 0.8469
44 0.8433
45 0.8628
46 0.8555
47 0.8678
48 0.8685
49 0.8441
50 0.8756
51 0.8743
52 0.8699
53 0.8816
54 0.8750
55 0.8838
56 0.8804
57 0.8802
58 0.8750
59 0.8649
60 0.8566
61 0.8927
62 0.8987
63 0.8925
64 0.8918
65 0.8980
66 0.8953
67 0.9029
68 0.9006
69 0.9088
70 0.9106
71 0.9076
72 0.9078
73 0.8886
74 0.8979
75 0.9081
76 0.9052
77 0.9097
78 0.9056
79 0.9142
80 0.9113
81 0.9158
82 0.8856
83 0.9208
84 0.9219
85 0.9107
86 0.9152
87 0.9086
88 0.9215
89 0.9260
90 0.9259
91 0.9261
92 0.9262
93 0.9212
94 0.9263
95 0.9255
96 0.9309
97 0.9291
98 0.9309
99 0.9297
100 0.9258
