1 0.1011
2 0.1026
3 0.1418
4 0.2063
5 0.2740
6 0.2670
7 0.3544
8 0.3554
9 0.4022
10 0.4629
11 0.5180
12 0.4706
13 0.5755
14 0.6014
15 0.5970
16 0.6521
17 0.5942
18 0.6831
19 0.7059
20 0.6924
21 0.6756
22 0.7249
23 0.7523
24 0.7464
25 0.7434
26 0.7356
27 0.7679
28 0.7642
29 0.8047
30 0.8049
31 0.8106
32 0.8112
33 0.7985
34 0.8291
35 0.8250
36 0.8358
37 0.8360
38 0.8457
39 0.8357
40 0.8351
41 0.8340
42 0.8576
43 0.8560
44 0.8442
45 0.8413
46 0.8456
47 0.8598
48 0.8642
49 0.8658
50 0.8772
51 0.8718
52 0.8766
53 0.8543
54 0.8734
55 0.8803
56 0.8822
57 0.8817
58 0.8709
59 0.8901
60 0.8876
61 0.8890
62 0.8923
63 0.8911
64 0.8995
65 0.8735
66 0.8841
67 0.9069
68 0.8908
69 0.9042
70 0.8828
71 0.8957
72 0.9062
73 0.9120
74 0.8980
75 0.8997
76 0.9024
77 0.9109
78 0.9050
79 0.9110
80 0.9149
81 0.9120
82 0.9093
83 0.8710
84 0.9171
85 0.9076
86 0.9210
87 0.9199
88 0.9205
89 0.9195
90 0.9188
91 0.9236
92 0.9250
93 0.9114
94 0.9205
95 0.9250
96 0.9171
97 0.9158
98 0.9280
99 0.9280
100 0.9257
