1 0.0892
2 0.1261
3 0.1731
4 0.2226
5 0.2828
6 0.2717
7 0.3624
8 0.4022
9 0.3801
10 0.4795
11 0.4857
12 0.5533
13 0.5809
14 0.5919
15 0.6199
16 0.6578
17 0.6172
18 0.6676
19 0.6880
20 0.7003
21 0.7193
22 0.7603
23 0.7368
24 0.7843
25 0.7845
26 0.8029
27 0.8116
28 0.8253
29 0.8286
30 0.8276
31 0.8002
32 0.8236
33 0.8508
34 0.8399
35 0.8476
36 0.8615
37 0.8578
38 0.8749
39 0.8684
40 0.8351
41 0.8809
42 0.8862
43 0.8322
44 0.8905
45 0.8913
46 0.8832
47 0.9011
48 0.8894
49 0.9086
50 0.9053
51 0.9080
52 0.9058
53 0.9150
54 0.9117
55 0.9023
56 0.9124
57 0.9135
58 0.9112
59 0.9097
60 0.9036
61 0.9210
62 0.9113
63 0.9226
64 0.9234
65 0.9260
66 0.9232
67 0.9282
68 0.9123
69 0.9109
70 0.9205
71 0.9308
72 0.9301
73 0.9269
74 0.9290
75 0.9362
76 0.9357
77 0.9265
78 0.9373
79 0.9196
80 0.9353
81 0.9371
82 0.9178
83 0.9180
84 0.9351
85 0.9279
86 0.9278
87 0.9317
88 0.9402
89 0.9335
90 0.9423
91 0.9416
92 0.9165
93 0.9328
94 0.9359
95 0.9404
96 0.9429
97 0.9443
98 0.9433
99 0.9447
100 0.9446
