42057	42057
23258	23258
70711	70711
6354	6354
55869	55869
9342	9342
4645	4645
46156	46156
13081	13081
73644	73644
73644	81048
81048	73644
81048	81048
78337	78337
32505	32505
49671	49671
63557	63557
2554	2554
58164	58164
95417	95417
51671	51671
48810	48810
34809	34809
99866	99866
2371	2371
81630	81630
59879	59879
17677	17677
17677	19927
17677	40414
19927	17677
19927	19927
19927	40414
40414	17677
40414	19927
40414	40414
28719	28719
74768	74768
74768	95465
95465	74768
95465	95465
26154	26154
8755	8755
8755	33150
8755	51797
33150	8755
33150	33150
33150	51797
51797	8755
51797	33150
51797	51797
2093	2093
2093	29898
2093	32167
2093	32194
2093	58395
29898	2093
29898	29898
29898	32167
29898	32194
29898	58395
32167	2093
32167	29898
32167	32167
32167	32194
32167	58395
32194	2093
32194	29898
32194	32167
32194	32194
32194	58395
58395	2093
58395	29898
58395	32167
58395	32194
58395	58395
88828	88828
75539	75539
60274	60274
89293	89293
9376	9376
5610	5610
86835	86835
16638	16638
30673	30673
53578	53578
71874	71874
96799	96799
42509	42509
51004	51004
50310	50310
41741	41741
39495	39495
59545	59545
21071	21071
34540	34540
72308	72308
29188	29188
97602	97602
84367	84367
53479	53479
60928	60928
60928	79347
79347	60928
79347	79347
66437	66437
59730	59730
36685	36685
36685	66967
66967	36685
66967	66967
13848	13848
13848	77671
77671	13848
77671	77671
44382	44382
36937	36937
74445	74445
36831	36831
69033	69033
63216	63216
468	468
49129	49129
79351	79351
6445	6445
18823	18823
80910	80910
99671	99671
5737	5737
5737	11606
11606	5737
11606	11606
71819	71819
50712	50712
95459	95459
699	699
699	76805
76805	699
76805	76805
96398	96398
44034	44034
33559	33559
54074	54074
54074	69810
54074	89830
69810	54074
69810	69810
69810	89830
89830	54074
89830	69810
89830	89830
2061	2061
827	827
21474	21474
78863	78863
55748	55748
5103	5103
75486	75486
83208	83208
42009	42009
89383	89383
33295	33295
63754	63754
13785	13785
97030	97030
53804	53804
6169	6169
6169	12482
12482	6169
12482	12482
39500	39500
60035	60035
63796	63796
29018	29018
29018	45370
45370	29018
45370	45370
11290	11290
11290	78520
78520	11290
78520	78520
81313	81313
12901	12901
19505	19505
41712	41712
41712	74481
74481	41712
74481	74481
4928	4928
25916	25916
45994	45994
95929	95929
51320	51320
19638	19638
19827	19827
45795	45795
326	326
326	94830
94830	326
94830	94830
57095	57095
67904	67904
92251	92251
22129	22129
5132	5132
61111	61111
99903	99903
86934	86934
99616	99616
63454	63454
71230	71230
22534	22534
52728	52728
84975	84975
89974	89974
98571	98571
34355	34355
16660	16660
61467	61467
56993	56993
68645	68645
23088	23088
23088	54544
54544	23088
54544	54544
13399	13399
40808	40808
51871	51871
38325	38325
15729	15729
30275	30275
62427	62427
54721	54721
12219	12219
32963	32963
63174	63174
3971	3971
90182	90182
25137	25137
25307	25307
25307	32287
32287	25307
32287	32287
55071	55071
97174	97174
13	13
48895	48895
12985	12985
88058	88058
90129	90129
40180	40180
44436	44436
45395	45395
67118	67118
99812	99812
31850	31850
68797	68797
34526	34526
34526	44294
44294	34526
44294	44294
24967	24967
55395	55395
26916	26916
29652	29652
43796	43796
73221	73221
72743	72743
953	953
16120	16120
96782	96782
74449	74449
6512	6512
1112	1112
30854	30854
55036	55036
55036	65166
65166	55036
65166	65166
77786	77786
94372	94372
66404	66404
76490	76490
96348	96348
9968	9968
11843	11843
28867	28867
72625	72625
17108	17108
8663	8663
80387	80387
16060	16060
63891	63891
24466	24466
52607	52607
42164	42164
42164	49313
49313	42164
49313	49313
92207	92207
1467	1467
31607	31607
72757	72757
72757	88358
88358	72757
88358	88358
1340	1340
41413	41413
43782	43782
13974	13974
96201	96201
12052	12052
28854	28854
15384	15384
84528	84528
9002	9002
9294	9294
26196	26196
26196	27386
26196	33641
26196	54533
26196	68321
27386	26196
27386	27386
27386	33641
27386	54533
27386	68321
33641	26196
33641	27386
33641	33641
33641	54533
33641	68321
54533	26196
54533	27386
54533	33641
54533	54533
54533	68321
68321	26196
68321	27386
68321	33641
68321	54533
68321	68321
35815	35815
35815	40940
40940	35815
40940	40940
80650	80650
88371	88371
88086	88086
12868	12868
43573	43573
87934	87934
1420	1420
23403	23403
63721	63721
19972	19972
92079	92079
35273	35273
51991	51991
27667	27667
60674	60674
4789	4789
79268	79268
22392	22392
978	978
53600	53600
37367	37367
31011	31011
33318	33318
31653	31653
69189	69189
33890	33890
62139	62139
41962	41962
86405	86405
27985	27985
27985	71064
27985	89255
27985	95894
71064	27985
71064	71064
71064	89255
71064	95894
89255	27985
89255	71064
89255	89255
89255	95894
95894	27985
95894	71064
95894	89255
95894	95894
75594	75594
67400	67400
22402	22402
66519	66519
66572	66572
86737	86737
48602	48602
1766	1766
39826	39826
69552	69552
