8	8
23	23
3	3
50	50
70	70
64	64
30	30
60	60
16	16
16	25
25	16
25	25
34	34
34	55
55	34
55	55
6	6
38	38
46	46
9	9
40	40
73	73
76	76
13	13
2	2
24	24
24	54
54	24
54	54
29	29
63	63
45	45
72	72
4	4
58	58
37	37
48	48
20	20
28	28
51	51
53	53
62	62
44	44
65	65
71	71
19	19
31	31
61	61
32	32
68	68
78	78
0	0
11	11
17	17
26	26
26	42
42	26
42	42
35	35
56	56
79	79
7	7
22	22
33	33
49	49
69	69
1	1
12	12
39	39
75	75
36	36
47	47
57	57
18	18
27	27
27	52
52	27
52	52
43	43
67	67
77	77
10	10
21	21
41	41
66	66
74	74
14	14
59	59
15	15
5	5
