13686	13686
56585	56585
2172	2172
2172	34824
34824	2172
34824	34824
3403	3403
98719	98719
32080	32080
93521	93521
55510	55510
79905	79905
27571	27571
68255	68255
76680	76680
23890	23890
89517	89517
88800	88800
26397	26397
99322	99322
87075	87075
47774	47774
86703	86703
90525	90525
85766	85766
82082	82082
92467	92467
93454	93454
98096	98096
91718	91718
91138	91138
32428	32428
11222	11222
45204	45204
76473	76473
27532	27532
16293	16293
86998	86998
23494	23494
47398	47398
64496	64496
50760	50760
24497	24497
50049	50049
7380	7380
50166	50166
127	127
88586	88586
77270	77270
72215	72215
10820	10820
54783	54783
60777	60777
67073	67073
27443	27443
27443	70586
27443	80548
70586	27443
70586	70586
70586	80548
80548	27443
80548	70586
80548	80548
43846	43846
43846	78839
78839	43846
78839	78839
92244	92244
87740	87740
15642	15642
37657	37657
87447	87447
99560	99560
97364	97364
96208	96208
3491	3491
22930	22930
24578	24578
27307	27307
89927	89927
60244	60244
28938	28938
12861	12861
82816	82816
7196	7196
83662	83662
39427	39427
22185	22185
91263	91263
59744	59744
72010	72010
31143	31143
26163	26163
86025	86025
62965	62965
89366	89366
86687	86687
88724	88724
26704	26704
26902	26902
44504	44504
13402	13402
37167	37167
32782	32782
72650	72650
2281	2281
40378	40378
33452	33452
67478	67478
77871	77871
34358	34358
88097	88097
12337	12337
13273	13273
18084	18084
45633	45633
1625	1625
26736	26736
38396	38396
70589	70589
86085	86085
96520	96520
43541	43541
92378	92378
31779	31779
31779	32273
31779	34837
31779	93631
32273	31779
32273	32273
32273	34837
32273	93631
34837	31779
34837	32273
34837	34837
34837	93631
93631	31779
93631	32273
93631	34837
93631	93631
12000	12000
95379	95379
42220	42220
28247	28247
63285	63285
28124	28124
57349	57349
25372	25372
56170	56170
67312	67312
97007	97007
43344	43344
95707	95707
81815	81815
9503	9503
76262	76262
25281	25281
92288	92288
80988	80988
48645	48645
99828	99828
19371	19371
44577	44577
52601	52601
53061	53061
96992	96992
41450	41450
10544	10544
71277	71277
83572	83572
99110	99110
2510	2510
16094	16094
97900	97900
54175	54175
80066	80066
80760	80760
2145	2145
2145	23863
2145	32233
23863	2145
23863	23863
23863	32233
32233	2145
32233	23863
32233	32233
45538	45538
87637	87637
15829	15829
65207	65207
69621	69621
11089	11089
2596	2596
28115	28115
55644	55644
79633	79633
95988	95988
22937	22937
41265	41265
55852	55852
19062	19062
43711	43711
48214	48214
57867	57867
87136	87136
55717	55717
47950	47950
51883	51883
64766	64766
96886	96886
64309	64309
33972	33972
4277	4277
38402	38402
46262	46262
99366	99366
44082	44082
46584	46584
7151	7151
39582	39582
80705	80705
12352	12352
12364	12364
57037	57037
6112	6112
11567	11567
47958	47958
31032	31032
64458	64458
79168	79168
24211	24211
50180	50180
93364	93364
83216	83216
14288	14288
69319	69319
97844	97844
15873	15873
65399	65399
68734	68734
93397	93397
99047	99047
31072	31072
36637	36637
15023	15023
87578	87578
50160	50160
43002	43002
33012	33012
25139	25139
90575	90575
5885	5885
54622	54622
89430	89430
3367	3367
67127	67127
41979	41979
46732	46732
80141	80141
98184	98184
67903	67903
89451	89451
68933	68933
96855	96855
66110	66110
86547	86547
64517	64517
81957	81957
84388	84388
66054	66054
41740	41740
1053	1053
57503	57503
90794	90794
26260	26260
38684	38684
79496	79496
27986	27986
53549	53549
48872	48872
56175	56175
87697	87697
7310	7310
4793	4793
99305	99305
35369	35369
65751	65751
80637	80637
81535	81535
85077	85077
97181	97181
14780	14780
97367	97367
99215	99215
11707	11707
12590	12590
68969	68969
15373	15373
46381	46381
32914	32914
63250	63250
13466	13466
79495	79495
85468	85468
22333	22333
42385	42385
46639	46639
47911	47911
14338	14338
68442	68442
9351	9351
68753	68753
84455	84455
88528	88528
27861	27861
23127	23127
83519	83519
