69843	69843
9957	9957
38580	38580
96382	96382
90003	90003
90598	90598
16573	16573
99289	99289
8326	8326
9151	9151
9413	9413
54011	54011
96141	96141
13695	13695
54720	54720
60389	60389
86874	86874
30739	30739
62050	62050
87273	87273
50330	50330
38062	38062
47262	47262
73623	73623
44754	44754
83128	83128
14402	14402
15940	15940
87305	87305
26731	26731
10105	10105
19133	19133
45002	45002
89787	89787
12319	12319
94075	94075
22896	22896
71909	71909
52243	52243
78533	78533
40722	40722
95333	95333
64832	64832
29204	29204
53711	53711
41253	41253
42846	42846
79645	79645
69699	69699
48939	48939
12998	12998
87407	87407
88742	88742
4685	4685
60437	60437
42302	42302
81180	81180
6455	6455
20285	20285
14695	14695
21055	21055
27755	27755
98367	98367
67511	67511
17437	17437
51136	51136
59114	59114
57785	57785
62233	62233
74442	74442
15503	15503
72449	72449
3761	3761
30054	30054
65080	65080
70769	70769
88800	88800
96455	96455
38105	38105
5495	5495
15723	15723
77386	77386
4592	4592
92360	92360
54816	54816
5005	5005
53506	53506
12238	12238
98010	98010
59872	59872
64593	64593
50987	50987
75282	75282
13150	13150
12144	12144
34737	34737
31996	31996
56557	56557
20641	20641
93024	93024
11238	11238
6774	6774
86245	86245
17870	17870
89117	89117
35193	35193
96630	96630
22417	22417
89531	89531
56785	56785
99262	99262
7439	7439
40234	40234
54004	54004
35344	35344
86786	86786
8591	8591
94490	94490
20658	20658
88616	88616
19354	19354
2882	2882
68159	68159
83754	83754
4786	4786
1082	1082
86248	86248
77711	77711
88698	88698
30874	30874
52076	52076
95352	95352
7925	7925
36995	36995
84356	84356
59327	59327
17300	17300
50782	50782
86219	86219
73179	73179
62774	62774
82341	82341
56951	56951
68817	68817
63410	63410
95329	95329
88420	88420
8183	8183
2141	2141
33749	33749
53725	53725
30702	30702
73426	73426
74711	74711
72895	72895
92642	92642
63132	63132
6631	6631
83775	83775
50641	50641
64339	64339
25980	25980
47232	47232
8608	8608
38719	38719
32230	32230
41859	41859
88034	88034
37273	37273
24247	24247
74288	74288
50560	50560
78843	78843
89826	89826
98377	98377
17550	17550
2048	2048
29301	29301
24629	24629
30401	30401
32941	32941
93476	93476
22356	22356
96051	96051
71891	71891
69200	69200
20709	20709
37186	37186
43841	43841
30640	30640
88642	88642
37342	37342
62320	62320
60715	60715
15728	15728
72508	72508
74665	74665
54864	54864
62792	62792
25174	25174
60995	60995
50988	50988
64760	64760
73832	73832
99146	99146
39327	39327
34110	34110
28913	28913
44669	44669
99369	99369
66285	66285
75887	75887
43659	43659
20789	20789
91675	91675
59619	59619
61197	61197
90417	90417
67827	67827
36698	36698
89326	89326
