14	14
15	15
15	20
15	59
15	65
20	15
20	20
20	59
20	65
59	15
59	20
59	59
59	65
65	15
65	20
65	59
65	65
5	5
5	8
5	73
8	5
8	8
8	73
73	5
73	8
73	73
3	3
3	47
47	3
47	47
30	30
30	60
60	30
60	60
16	16
16	25
16	34
16	50
16	55
16	64
25	16
25	25
25	34
25	50
25	55
25	64
34	16
34	25
34	34
34	50
34	55
34	64
50	16
50	25
50	34
50	50
50	55
50	64
55	16
55	25
55	34
55	50
55	55
55	64
64	16
64	25
64	34
64	50
64	55
64	64
6	6
6	38
6	39
6	75
38	6
38	38
38	39
38	75
39	6
39	38
39	39
39	75
75	6
75	38
75	39
75	75
9	9
9	40
9	45
9	72
9	76
40	9
40	40
40	45
40	72
40	76
45	9
45	40
45	45
45	72
45	76
72	9
72	40
72	45
72	72
72	76
76	9
76	40
76	45
76	72
76	76
13	13
13	66
66	13
66	66
2	2
2	24
2	29
2	51
2	54
24	2
24	24
24	29
24	51
24	54
29	2
29	24
29	29
29	51
29	54
51	2
51	24
51	29
51	51
51	54
54	2
54	24
54	29
54	51
54	54
4	4
4	58
58	4
58	58
37	37
37	46
46	37
46	46
19	19
19	70
70	19
70	70
31	31
31	78
78	31
78	78
61	61
0	0
0	11
0	81
11	0
11	11
11	81
81	0
81	11
81	81
17	17
17	26
17	35
17	42
17	56
17	63
17	79
26	17
26	26
26	35
26	42
26	56
26	63
26	79
35	17
35	26
35	35
35	42
35	56
35	63
35	79
42	17
42	26
42	35
42	42
42	56
42	63
42	79
56	17
56	26
56	35
56	42
56	56
56	63
56	79
63	17
63	26
63	35
63	42
63	56
63	63
63	79
79	17
79	26
79	35
79	42
79	56
79	63
79	79
7	7
7	21
7	74
21	7
21	21
21	74
74	7
74	21
74	74
22	22
22	32
22	49
22	68
32	22
32	32
32	49
32	68
49	22
49	32
49	49
49	68
68	22
68	32
68	49
68	68
33	33
33	48
33	69
48	33
48	48
48	69
69	33
69	48
69	69
1	1
1	12
1	36
1	57
1	80
12	1
12	12
12	36
12	57
12	80
36	1
36	12
36	36
36	57
36	80
57	1
57	12
57	36
57	57
57	80
80	1
80	12
80	36
80	57
80	80
10	10
10	23
10	41
10	67
23	10
23	23
23	41
23	67
41	10
41	23
41	41
41	67
67	10
67	23
67	41
67	67
18	18
18	27
18	28
18	43
18	44
18	52
18	53
18	62
18	71
27	18
27	27
27	28
27	43
27	44
27	52
27	53
27	62
27	71
28	18
28	27
28	28
28	43
28	44
28	52
28	53
28	62
28	71
43	18
43	27
43	28
43	43
43	44
43	52
43	53
43	62
43	71
44	18
44	27
44	28
44	43
44	44
44	52
44	53
44	62
44	71
52	18
52	27
52	28
52	43
52	44
52	52
52	53
52	62
52	71
53	18
53	27
53	28
53	43
53	44
53	52
53	53
53	62
53	71
62	18
62	27
62	28
62	43
62	44
62	52
62	53
62	62
62	71
71	18
71	27
71	28
71	43
71	44
71	52
71	53
71	62
71	71
77	77
