20	20
28	28
28	51
28	53
51	28
51	51
51	53
53	28
53	51
53	53
44	44
44	71
71	44
71	71
65	65
19	19
31	31
61	61
32	32
32	48
32	68
48	32
48	48
48	68
68	32
68	48
68	68
78	78
0	0
0	11
0	80
11	0
11	11
11	80
80	0
80	11
80	80
17	17
17	26
17	42
17	62
26	17
26	26
26	42
26	62
42	17
42	26
42	42
42	62
62	17
62	26
62	42
62	62
35	35
35	56
35	79
56	35
56	56
56	79
79	35
79	56
79	79
7	7
7	73
73	7
73	73
22	22
22	67
67	22
67	67
33	33
49	49
69	69
1	1
12	12
39	39
39	75
75	39
75	75
36	36
47	47
57	57
18	18
18	70
70	18
70	70
27	27
27	43
27	52
43	27
43	43
43	52
52	27
52	43
52	52
77	77
10	10
21	21
41	41
66	66
14	14
59	59
15	15
15	64
64	15
64	64
5	5
8	8
8	72
72	8
72	72
23	23
3	3
30	30
60	60
16	16
16	25
16	34
16	55
16	63
25	16
25	25
25	34
25	55
25	63
34	16
34	25
34	34
34	55
34	63
55	16
55	25
55	34
55	55
55	63
63	16
63	25
63	34
63	55
63	63
6	6
6	74
74	6
74	74
38	38
46	46
9	9
9	40
40	9
40	40
76	76
13	13
2	2
24	24
24	50
24	54
50	24
50	50
50	54
54	24
54	50
54	54
29	29
45	45
4	4
58	58
37	37
